J-S distance,KS test,Survival curves distance,Detection XGB,NNDR,K-map score,generator
0.005848887692407257,0.9475342681581851,0.013286377767499196,0.9320529300567107,0.15483337165506697,5.0,HI-VAE_weibull
0.00725179642495176,0.9437529541515677,0.013091816706379959,0.9183358320839581,0.09989944546350947,5.0,HI-VAE_weibull
0.00644858272386148,0.9467464944068062,0.02989251071903798,0.9182413141255459,0.1413235873674601,4.0,HI-VAE_weibull
0.006024210192734253,0.9557271151725225,0.011505789298767728,0.9137208786910893,0.13205983407667263,4.0,HI-VAE_weibull
0.005966182448610976,0.9513155821648023,0.010055454701972113,0.9282525259109576,0.09281010073075086,4.0,HI-VAE_weibull
0.005742532154754032,0.9510004726642509,0.010704600486711863,0.9123148425787108,0.11531436905968011,2.0,HI-VAE_weibull
0.006746792335377783,0.947534268158185,0.014364455144653019,0.9038320839580211,0.11947544425959589,3.0,HI-VAE_weibull
0.0062694919879540826,0.951473136915078,0.029713873724682458,0.9053385046607131,0.10406214429966833,1.0,HI-VAE_weibull
0.0058664753382034725,0.9521033559161808,0.00974038005999252,0.9153366794863438,0.11393951261431744,3.0,HI-VAE_weibull
0.005968336618159139,0.9574602174255555,0.012957348748276394,0.931512678443387,0.15986066407266059,6.0,HI-VAE_weibull
0.004734904572383351,0.9629746336852057,0.010451753846892382,0.9347266801381918,0.09051582428471219,2.0,HI-VAE_weibull
0.005991621377693055,0.9530486844178352,0.023435139316036545,0.9307308519653217,0.09779738578445629,2.0,HI-VAE_weibull
0.0053814281243817754,0.953206239168111,0.009234795515717173,0.9154341959455055,0.1741634233348963,3.0,HI-VAE_weibull
0.005763027391688915,0.955412005671971,0.02110380283385157,0.917728049018969,0.09496574236421246,3.0,HI-VAE_weibull
0.0059258006061440075,0.9550968961714195,0.007878286753695396,0.9183469134997718,0.10013373449941632,2.0,HI-VAE_weibull
0.004291389565516844,0.959350874428864,0.010491511553556631,0.9234937748517046,0.1227043503777773,3.0,HI-VAE_weibull
0.0067288782268219716,0.945328501654325,0.014266863631187275,0.9129579558047064,0.13717907562355489,4.0,HI-VAE_weibull
0.0063383949558728616,0.9483220419095635,0.008232124877714029,0.9044620298546379,0.13650457061170487,4.0,HI-VAE_weibull
0.005009434651543542,0.9588782101780368,0.011315089273642779,0.9192786650153184,0.12587883867962196,4.0,HI-VAE_weibull
0.004479595813963827,0.9584055459272097,0.009564824946571193,0.9145103969754255,0.126009594563968,3.0,HI-VAE_weibull
0.006729547702263814,0.9510004726642509,0.02569871219555703,0.9206744019294699,0.11402885369331835,1.0,HI-VAE_weibull
